date,susceptible,active,recovered,deaths,confirmed,beta,gamma,mu,r0,re,cfr_recovered,cfr_confirmed
2020-04-01,52999946,22,24,5,52.96764784658676,0.08927147040593611,0.001040058337512658,0.0017332249429979421,32.189813075821085,32.18978211816052,19.29150360954408,11.073293810587346
2020-04-02,52999943,25,25,6,56.010351069176714,0.19765018167866566,0.040066790271533474,3.948303738799796e-05,4.928161241914721,4.92815630967279,19.360095649074974,10.716942189991306
2020-04-03,52999939,28,26,6,60.99163264084406,0.31013848944280875,0.13810550710180516,0.06901897153383453,1.4973531447646262,1.4973515055052042,18.75002765199454,9.838340342320016
2020-04-04,52999929,32,30,8,70.01645350432884,0.5625165030790511,0.09373889370262897,0.03186346970334108,4.4785503061028695,4.478544640520366,21.04990795527196,11.426493137241273
2020-04-05,52999911,46,33,9,88.03788640814153,0.7571335493016317,-0.0007219174280793661,0.06425036634651363,11.918023534208022,11.918004400403863,21.461048156229637,10.243664313659867
2020-04-06,52999877,77,32,11,121.97080671611957,0.5260285789021975,0.00015361087038735338,0.06427802073034881,8.164135624592614,8.164117141642324,26.651388858076864,9.748377786454165
2020-04-07,52999836,113,32,16,162.99321925539405,0.47399914705297536,0.00011649133184301648,0.02644158202837843,17.847648081390158,17.847593857921638,33.99756080620499,10.364652983322147
2020-04-08,52999781,165,33,20,218.02074871241476,0.6783840394963446,-0.00010050670475916722,0.005964243503456687,115.69142046877519,115.69095102371719,37.739599564567115,9.176996377561846
2020-04-09,52999670,275,32,20,328.9903285530059,0.3406086210348744,1.365904797605542e-05,0.021749740108584967,15.65052492878581,15.650428362986215,38.88759826818216,6.362690324980528
2020-04-10,52999576,363,32,26,422.99663531863445,0.15937170570774864,0.008252901982264759,0.008254214239159627,9.654727304876063,9.654650608868925,44.9995361514562,6.367626984649105
2020-04-11,52999517,416,36,30,482.0037688966916,0.3341115722580032,0.007205499435648556,0.00960911444895447,19.870308920024968,19.870129323813785,45.45485354232409,6.224382993141926
2020-04-12,52999379,547,38,33,619.9995085445859,0.3321171463554841,0.005474625041250972,0.0091244270046602,22.749226820415494,22.748961543020105,46.57530279234464,5.475001235032147
2020-04-13,52999197,721,41,38,801.9998720123875,0.28947455681859235,-1.6694675660997027e-07,0.00969489121065924,29.85897782533361,29.858527106592135,48.14818330904783,4.856784431273742
2020-04-14,52998988,923,41,45,1010.9994452737646,0.23701896758518032,0.007576552797852542,0.0043299817816867,19.906629086895276,19.906250098545314,52.272694754709114,4.5454291433681036
2020-04-15,52998768,1132,49,50,1231.00093754963,0.3012401427081011,-7.627880040149762e-07,0.008833082512218909,34.10657133280786,34.105781069330625,50.505074710659784,4.061771715498527
2020-04-16,52998428,1462,48,59,1570.9993298532304,0.18182408111685783,0.0061520659343357025,0.010253240875652408,11.0832478308883,11.082919718712974,55.04589249870695,3.816776170001754
2020-04-17,52998161,1705,58,75,1838.0002061569658,0.1794775820716199,0.004691963351104453,0.005278474159065776,18.000973566961918,18.000350315168827,56.39096760148957,4.08052686539671
2020-04-18,52997856,1993,65,83,2142.9997985656028,0.15647588964262626,0.004513680867024746,0.0035106732467266996,19.500122679590046,19.49933493701683,56.00000701044365,3.917906581072351
2020-04-19,52997543,2290,75,91,2456.0003033811286,0.21485653199195287,0.004366694163488924,0.004366695931680133,24.601733078521526,24.600594421558466,54.81926866269707,3.7052169634493612
2020-04-20,52997052,2761,84,100,2946.999856868612,0.15714117595413182,0.0007241394200527347,0.0032585334461878845,39.456209744503255,39.45401729650112,54.30107939258906,3.426049467933895
2020-04-21,52996618,3184,86,109,3380.9999783537046,0.12245669914259291,0.001569865747944134,0.0031397224691557327,26.00157243004165,25.99991469204867,55.837564157454004,3.252513081806738
2020-04-22,52996227,3559,92,119,3771.0000016913064,0.11630036085015466,0.004494392118733351,0.001966304723020687,18.001210039531873,17.999929905273312,56.603772399759755,3.1813361303322494
2020-04-23,52995813,3951,108,127,4186.000080220616,0.12731944247113408,0.001012375186068525,0.0010123750619573423,62.881554204164495,62.87659127040819,54.04255237162685,3.033923438306364
2020-04-24,52995311,4445,111,130,4687.99989160656,0.06950683081390398,0.00022494215524588505,0.002024311222695989,30.902179138885884,30.899446901886403,53.90946704486357,2.7937716790246907
2020-04-25,52995001,4745,113,140,4998.0000445583855,0.08810097526554614,0.001896728158333479,0.0010537363679183776,29.860035422105494,29.857221237168886,55.33596701127396,2.801120821622264
2020-04-26,52994583,5149,122,145,5416.000001438837,0.09653341711325408,0.0017479111399260592,0.0013594858658150953,31.065685181166483,31.062512360133915,54.30711626597499,2.6772526104193664
2020-04-27,52994087,5629,130,151,5911.99999279055,0.09752417551385978,0.0014209617955285533,0.0005328625138208038,49.91450615451514,49.90894018704585,53.71024736286399,2.570607071464857
2020-04-28,52993537,6168,139,155,6462.000020818845,0.10393610796653129,0.0017833942913707932,0.0012970129041295006,33.74102882188952,33.736916852989815,52.72108830725153,2.3986383436706444
2020-04-29,52992897,6789,149,162,7101.999981156303,0.08307444496336361,0.0014727563253667919,0.0007363791477021828,37.604957222453606,37.59991955525052,52.076677453405054,2.294804890654941
2020-04-30,52992332,7339,160,168,7667.000006727554,0.07781474494709412,0.0019076119305718345,0.0002725156915796592,35.6927475971803,35.68758627026945,51.219512040765196,2.191209111676634
2020-05-01,52991762,7893,173,169,8236.999963248563,0.06993739648454667,0.00038004932623751154,0.0006333936060685052,69.00970370912661,68.9989811232333,49.41860858223464,2.0636076298492014
2020-05-02,52991209,8438,177,175,8790.000065120184,0.07882318547835426,0.10500116958315729,0.00023702256604685656,0.7489979053098962,0.748873726669326,49.715900734432786,1.9908987648374277
2020-05-03,52990545,8214,1062,176,9453.999951113121,0.08376417873948977,0.017772376987007843,0.0006086430870468407,4.557101749631688,4.5562890351509555,14.274194045102618,1.8720253885237637
2020-05-04,52989856,8752,1209,182,10143.000022991362,0.08982521496279658,0.022166357169975552,0.00011425925925601674,4.031540834972066,4.030769515162293,13.084112115421076,1.794340944492807
2020-05-05,52989071,9343,1402,183,10928.999982878153,0.08457271285737489,4.7577486880778785e-09,0.0003210954746793426,263.38415334635573,263.32985629952526,11.53846170554917,1.6744441482154997
2020-05-06,52988280,10129,1403,185,11718.00001605795,0.06970937918680428,0.050049354423823286,0.001283317616332878,1.3579924133361403,1.357692219343513,11.705474805809725,1.5871661098697543
2020-05-07,52987575,10316,1909,199,12424.999989776235,0.06874429560831491,0.018514929954464736,0.0006785565890091827,3.5816471099509033,3.5808076508462365,9.43575172132992,1.6016096817431078
2020-05-08,52986866,10826,2101,205,13132.999993928464,0.05875658831284209,0.028909208690861665,0.0007388948761220149,1.981799212893799,1.9813082116185858,8.929345206660496,1.5684482534024957
2020-05-09,52986229,11142,2414,214,13770.000007254119,0.07962936745746474,0.021181116555135507,0.0012565064996292,3.5489217045454895,3.547999853289497,8.14307476120494,1.554103159970027
2020-05-10,52985342,11779,2650,228,14657.000005417969,0.08780761635596082,0.02139400548317961,0.0009338646293282569,3.932646325579071,3.9315589836367564,7.922168225353578,1.555570729415697
2020-05-11,52984309,12549,2901,238,15689.999989902595,0.07723401738102877,0.0195219134809829,0.0008764950059079224,3.7862766318589873,3.7851558917265535,7.609041570843894,1.5231661157240288
2020-05-12,52983339,13263,3147,250,16660.000012913264,0.08763969335303107,0.016135111027945608,0.001432555807171903,4.988692817070084,4.987124952659304,7.359434932356513,1.5006002720023228
2020-05-13,52982178,14191,3360,268,17820.999982249556,0.07337585613381513,2.3449149393062196e-09,0.0009864720357747859,74.38191763531867,74.35690982888977,7.41046822301016,1.5093704159844992
2020-05-14,52981136,15219,3361,283,18863.00002051377,0.0790083328966456,0.03423352171534546,0.0009856092311318768,2.243335675054416,2.242537384828815,7.7661910889820716,1.500291599839216
2020-05-15,52979935,15884,3881,297,20063.999980280056,0.0585679696091228,0.014793832058912295,0.0010072402836297143,3.7065819546586947,3.70517890626718,7.1291864784673376,1.4851731563415715
2020-05-16,52979004,16564,4117,314,20995.000007629442,0.07688386956020736,0.015455203906233976,0.0008452065504706741,4.716683040860707,4.714814875569573,7.0864365225370385,1.4955942019047122
2020-05-17,52977731,17567,4373,328,22268.000007129092,0.09123204107125389,0.012068081731354971,0.0011954224870002169,6.878426663822301,6.875537071577617,6.977238967405422,1.4729657094005761
2020-05-18,52976130,18935,4584,348,23868.999989351312,0.06609440475022796,0.02154626142309772,0.0011089993780218877,2.9173976556898262,2.9160838892173913,7.073368345202485,1.462086274305806
2020-05-19,52974878,19758,4993,370,25121.000004219448,0.08187907315126008,0.010831055804812617,0.0008097983698960587,7.033768478017138,7.030434998357147,6.899123684668933,1.4728713163420546
2020-05-20,52973261,21145,5207,386,26738.000001667,0.08389192976974254,0.01868053908199955,0.0010404349740534473,4.253944532927035,4.251798696252745,6.901484002097461,1.4436382688336609
2020-05-21,52971489,22500,5602,407,28509.999998529744,0.07532606225296472,0.02613217190804028,0.0010666194651430948,2.7694635845926734,2.767973925024861,6.788685498776459,1.4310266157824516
2020-05-22,52969794,23583,6190,432,30205.000002654502,0.07946690353674772,0.01255141406860936,0.000848068231455693,5.930595060106309,5.927215512489627,6.523708883578604,1.4302267914606712
2020-05-23,52967922,25139,6485,451,32076.999993702506,0.060975647917069026,0.016507558061680062,0.0011137633173473735,3.4603334565840838,3.458239299833694,6.514845731957809,1.409065392570482
2020-05-24,52966389,26229,6901,480,33610.000010549746,0.07534611197006601,0.016508444307118123,0.0008006400662539756,4.3529808015712685,4.350220598413463,6.503183907781058,1.4281463989314176
2020-05-25,52964415,27749,7333,500,35583.99998852273,0.04204624826846862,0.00882882919707051,0.0007567570495951476,4.386403417223895,4.383458565348632,6.394384118108138,1.407896572065848
2020-05-26,52963248,28650,7579,522,36751.00000318943,0.05382440679331251,0.012076788785458427,0.0007678882670527524,4.1904056110768195,4.187500155183118,6.443648947858681,1.4203695175837725
2020-05-27,52961707,29823,7925,544,38292.00000064589,0.0680839275564679,0.01676558374450225,0.0005029675863844006,3.942654265079696,3.9398059552994504,6.42342661618128,1.4206622797218595
2020-05-28,52959678,31337,8425,559,40321.000005724294,0.08057315105781587,0.018827583725790315,0.0007339564109749293,4.118957428427703,4.115824065011234,6.222172775725118,1.3863743518342986
2020-05-29,52957156,33246,9014,581,42842.999990576645,0.05310034421283811,0.010828045000011811,0.0008421815190383165,4.550069711685433,4.546391793068169,6.064395085747836,1.3584165717632306
2020-05-30,52955391,34623,9375,610,44608.00000605213,0.07356796879806833,0.011726308990824929,0.0011553012120673525,5.711084844156383,5.706278370030156,6.109163773820801,1.3674677256496308
2020-05-31,52952847,36721,9780,649,47151.999997390434,0.06489625286973437,0.022221012033711053,0.0005990960249537215,2.843818824297518,2.8412888968984333,6.231425540786497,1.3784912901828883
2020-06-01,52950465,38265,10597,672,49534.00000248814,0.07614590777315194,0.013667842652831743,0.0009669409965334377,5.20307710708487,5.198214582820984,5.963262059989828,1.3566439246396467
2020-06-02,52947555,40615,11119,708,52443.999998881125,0.06641888426192673,0.011571794346866103,0.0009109710437138431,5.320846958483205,5.315582127638636,5.993744183876947,1.3518924577480962
2020-06-03,52944860,42803,11589,745,55138.999998528874,0.05666581277283575,0.013339874842975512,0.0008176806421333146,4.002513910854023,3.998350010015767,6.047341109868177,1.3529198390603907
2020-06-04,52942436,44621,12161,781,57563.00000223066,0.06344713910552831,0.014410255242186908,0.0006723291331960271,4.206649041465577,4.202080459178275,6.034615985662983,1.3567743184899779
2020-06-05,52939609,46775,12803,810,60389.99999850361,0.05639656796703363,0.011138190551154684,0.00074824699069849,4.744614840944265,4.739208841654595,5.956665438757828,1.3429153341182747
2020-06-06,52936973,48855,13325,846,63026.00000055841,0.056212582954481206,0.011830928261090317,0.0008596868152015083,4.429460874555689,4.424193741272957,5.96993860853184,1.3423031768439202
2020-06-07,52934231,50977,13902,887,65767.99999918426,0.053717253097589686,0.012887912471650763,0.0008238848348832489,3.9175938716649554,3.9127326525524455,6.003650866437839,1.3501801754975975
2020-06-08,52931495,53014,14560,930,68504.00000124275,0.05989180016905073,0.014656505844403006,0.0008488323679220493,3.8626568056053925,3.8576644284929693,6.003873469473089,1.35758495923119
2020-06-09,52928325,55362,15336,974,71673.99999927069,0.057697737627727175,0.010169246608634889,0.0006683163840354482,5.323866414132893,5.316666936056656,5.977194702625108,1.3603069408584165
2020-06-10,52925135,57952,15900,1011,74864.00000014676,0.05507062863227444,0.014615291726507645,0.000638448415509102,3.6103033170586953,3.605203795311097,5.983916744319084,1.3517665128015455
2020-06-11,52921947,60256,16747,1049,78052.00000078329,0.057689179579829275,0.008331120655383661,0.0007634094272847479,6.343283166413234,6.33394189981223,5.894583055484831,1.3439758117418976
2020-06-12,52918477,63178,17248,1094,81521.99999850355,0.04527453386742992,0.00916443764389178,0.0006964339644241805,4.591331848317402,4.584269857112962,5.969254248560442,1.3431792246339342
2020-06-13,52915620,65412,17828,1139,84379.00000142455,0.048095282392532426,0.013789518587121375,0.0004892068626849715,3.368317610812015,3.362955246928858,6.005166870353665,1.3498619328976855
2020-06-14,52912480,67618,18729,1170,87518.99999104589,0.04590612023964581,1.478923041153303e-05,0.0005619722379565068,79.59290409870525,79.46147513615979,5.88412642639754,1.337979889994225
2020-06-15,52909380,70678,18731,1208,90618.00001687877,0.05473499162065783,0.24806519569970018,0.0007498691403425674,0.21998262708025998,0.2196065147483243,6.0631895634364295,1.334157295654036
2020-06-16,52905519,56954,36263,1262,94480.9999858456,0.07049701821514201,0.033798613302317676,0.000754981984898352,2.0402223742321874,2.0365854647468487,3.3630016555905287,1.3357182936672551
2020-06-17,52901510,58994,38189,1304,98488.00000291906,0.06458310319348042,0.033477413226747424,0.0006441223788134527,1.8927373005731647,1.8892201648336433,3.304299386465131,1.3250210680897425
2020-06-18,52897707,60784,40164,1342,102291.00000069787,0.05345514860274417,0.04575141891549626,0.0007403142340154841,1.1497774976647768,1.1475584479995327,3.235598813566563,1.3129081448850208
2020-06-19,52894465,61202,42944,1388,105534.99999848669,0.053045071241635974,0.01712362354528424,0.0006045554102359988,2.9921331104974374,2.9861752633138092,3.1308506081452627,1.3152034870725173
2020-06-20,52891224,63357,43993,1425,108775.00000066726,0.0558464223814844,0.01710939617436659,0.0006155594403115213,3.150722833699947,3.144256597100781,3.1375225686145587,1.3100436683267809
2020-06-21,52887693,65764,45077,1463,112305.0000005745,0.05302804987244387,0.025515091542886524,0.000577814952522235,2.032278384999944,2.02797213906611,3.145613544781481,1.3035812867418235
2020-06-22,52884214,67528,46754,1501,115784.99999875121,0.05063706416458193,0.013031438482670245,0.000636763466351255,3.7047348549168175,3.6966415444793674,3.1125018132333127,1.2972207347957438
2020-06-23,52880801,70017,47635,1544,119197.00000061517,0.049555880515799455,0.029006826793436614,0.000528435554809094,1.677854759896619,1.674081326676005,3.1415209430588087,1.2961626871339806
2020-06-24,52877339,71412,49666,1582,122660.00000040552,0.055384998892543696,0.025611941942956143,0.0005461266968871643,2.117319885313806,2.112419806359774,3.086949735260622,1.2897440080947307
2020-06-25,52873393,73489,51495,1620,126605.00000006445,0.05275904185065636,0.022288746725456027,0.0005442917334697309,2.3106448117084524,2.3051252899679695,3.051811130324629,1.2803500623859778
2020-06-26,52869526,75679,53132,1660,130472.99999912476,0.046414473493567705,0.01565803398980575,0.0004492600556309982,2.88158106275567,2.8744874236586475,3.0313537973737654,1.27305056924879
2020-06-27,52866021,77965,54318,1695,133978.0000002991,0.048979068984955104,0.018072211929041244,0.0005515295334208611,2.6299263809947644,2.6232783718028387,3.026083230947862,1.265133081665818
2020-06-28,52862212,80322,55727,1738,137787.00000062145,0.05010411347435846,0.02555962259765294,0.0005602450111540002,1.918237650540949,1.9132508103523858,3.024449665213666,1.2613671827703172
2020-06-29,52858199,82237,57779,1782,141799.99999918437,0.044892599202734466,0.022422724208776848,0.0007782290512456077,1.9349463230930632,1.9297695005770998,2.9934690996564166,1.257395927967702
2020-06-30,52854517,84012,59623,1847,145482.9999998125,0.045057739040736275,0.02956720484357253,0.0004880255256769641,1.4991646541107981,1.4950495874691363,3.004668868263586,1.2695641415195777
2020-07-01,52850741,85262,62108,1888,149258.00000211227,0.04727018198293666,0.05083155455488199,0.0004456850536447744,0.9218550441446972,0.919258977907813,2.9501843869353617,1.2649238233750904
2020-07-02,52846723,84908,66441,1925,153275.99999741482,0.03678092854346661,0.01891436719086497,0.0004946472240618264,1.8950435996986885,1.8895632037175552,2.817107418158465,1.25654860129934
2020-07-03,52843608,86375,68048,1968,156391.00000167408,0.03817922856837479,0.030946454446607936,0.0003357452896928556,1.220477744219198,1.2168764589072392,2.8107861064140796,1.2583844340710868
2020-07-04,52840321,86960,70720,1996,159677.99999837647,0.031580524748266274,0.021894872514294943,0.000632467437791931,1.40187544625484,1.3976519383449446,2.746225143290149,1.2506340844312656
2020-07-05,52837582,87740,72625,2052,162417.00000174096,0.03659493429599065,0.04016412125365938,0.00050148164695419,0.8998989732287603,0.8971413085573249,2.7478340054273356,1.2634145442006384
2020-07-06,52834382,87372,76148,2095,165616.9999984905,0.03475316910872327,0.02235244321784859,0.0006294850846097355,1.5121955238632347,1.5074701970326414,2.67876541608522,1.2655629217828988
2020-07-07,52831354,88392,78102,2151,168645.00000071383,0.039597897758633295,0.03095302736972879,0.0005204090856547619,1.258137090138438,1.2541337919201037,2.6802736348847223,1.2754602865255456
2020-07-08,52827865,89099,80838,2196,172133.0000007209,0.03783373805069079,0.04159418204224428,0.00046016229629634755,0.8996392321831571,0.8967174239397365,2.64587222251809,1.2763312303073824
2020-07-09,52824506,88711,84543,2237,175492.99999911815,0.03335284061138087,0.02098926876027637,0.0004170799929091891,1.5580817165943588,1.5529226716593039,2.578875803699712,1.275257273728093
2020-07-10,52821557,89761,86405,2274,178441.99999904988,0.030024664237564513,0.018136850896119237,0.0003342171564606751,1.6254969204864615,1.6200242084766816,2.5653747702086034,1.27491692022527
2020-07-11,52818870,90789,88034,2304,181128.00000143377,0.029465165396174647,0.06146051320098022,0.0005176781633107365,0.4754118303160287,0.4737871234752471,2.5515004592252355,1.2725736905072935
2020-07-12,52816205,87829,93613,2352,183794.99999951496,0.035407259470689394,0.05354723376568278,0.0004440446768218326,0.6557959080075244,0.6535217557743233,2.450868015946968,1.2796866074572342
2020-07-13,52813105,86185,98317,2390,186893.0000006592,0.03682956791064441,0.05696980946383226,0.000382892825758812,0.6421592434246747,0.6398948319236928,2.374190729480003,1.2793348100275004
2020-07-14,52809942,84406,103226,2424,190056.99999995032,0.042007853345843185,0.027201857658238366,0.000390967459887495,1.5224194393291037,1.5169601569337317,2.2943464807755642,1.275406851838567
2020-07-15,52806410,85609,105522,2456,193588.9999989157,0.0320408746610617,0.016820464909326746,0.0004555542716774906,1.8546445408148244,1.8478702927085953,2.275421373901467,1.2691771266772682
2020-07-16,52803676,86864,106963,2496,196323.00000099555,0.03505802590623355,0.020284582979222778,0.0005871246955029104,1.6796913052153655,1.6734694737633937,2.2803058682287043,1.2713742150997802
2020-07-17,52800643,88084,108724,2546,199355.99999954842,0.0308705027347491,0.015587216805480012,0.00038599080676079685,1.932642677923499,1.9253732415238205,2.2889855488325357,1.2776075080853444
2020-07-18,52797934,89386,110097,2580,202064.9999996685,0.027614876719205025,0.017273205373825765,0.00041393044523499966,1.5612972615637128,1.555344799789194,2.2905776585112543,1.277305434775224
2020-07-19,52795474,90265,111642,2618,204525.00000049564,0.032563483301689615,0.021204232021343902,0.000553924558267283,1.4966103944763283,1.490835114965385,2.291265534897164,1.280039115108764
2020-07-20,52792546,91229,113556,2668,207453.00000006988,0.033640758617634485,0.02017998678082931,0.00044941850048256624,1.6307187802505174,1.6243358994985533,2.2955671806669424,1.2860744361653438
2020-07-21,52789490,92403,115396,2708,210508.99999962875,0.0298141023810779,0.01953378659135887,0.0004545257895780958,1.4915767681073406,1.485652477277314,2.2937022673283836,1.286874732720178
2020-07-22,52786745,93301,117202,2751,213254.00000042876,0.030734268856727854,0.021500305889309457,0.0005358999302586623,1.3947169085449307,1.3891051192083446,2.2933982477669734,1.290010972899109
2020-07-23,52783890,94100,119207,2800,216108.99999981615,0.027188150390590214,0.01878832344016658,0.0003719407866142803,1.418986192924654,1.4132002889656299,2.295732281950323,1.2960992086827672
2020-07-24,52781342,94846,120975,2836,218657.99999982383,0.026679455536344498,0.01174535571262827,0.0004006494710469908,2.196562172738309,2.187500108661814,2.2905695732941966,1.297002625142579
2020-07-25,52778822,96213,122090,2873,221176.9999999017,0.02374429671395235,0.018625148191002895,0.0005612488917899276,1.2375589127803075,1.2323944383318726,2.299862360214035,1.2994059082818061
2020-07-26,52776546,96643,123882,2928,223453.00000025754,0.028804326464857002,0.018635597261885663,0.0003828523514395998,1.5145465088108587,1.508161122344157,2.308966169972106,1.3103426672016338
2020-07-27,52773775,97576,125682,2964,226223.99999972712,0.030465054479639087,0.01773983651660995,0.00035869108663175706,1.683289113208433,1.6761042622150386,2.3047385112893433,1.3106420598965418
2020-07-28,52770814,98771,127414,3000,229185.00000051205,0.03059671571670907,0.029138107545246594,0.0003543550223664875,1.0374418767698501,1.032955781500169,2.300366525095677,1.3089861902142301
2020-07-29,52767806,98866,130291,3034,232192.99999968807,0.02737878975748157,0.02698574860722415,0.00048550072431002367,0.9966343149182345,0.9922680967729555,2.276358126935677,1.3070966518937241
2020-07-30,52765110,98846,132960,3083,234889.0000004512,0.028168462363375432,0.02201404214323697,0.00028326892017006415,1.2633120775537714,1.257713315743196,2.266195247209872,1.3125348569594502
2020-07-31,52762338,99414,135135,3111,237660.99999999753,0.022219255733731038,0.01123584191331858,0.00021123785188494087,1.9410414000322112,1.9323375490447616,2.250320079337065,1.3090073676707499
2020-08-01,52760140,100474,136252,3131,239858.99999897124,0.008858203524965396,0.00583229684981275,0.00021895994858421757,1.4638617761705326,1.4572369165753525,2.2470136668845475,1.3057616941479409
2020-08-02,52759253,100753,136839,3154,240746.0000003453,0.013520069690208098,0.010580330205729684,0.0002977578815950305,1.2428718706517787,1.23722634692383,2.252969791455994,1.3100944564620456
2020-08-03,52757897,101012,137905,3183,242101.00000017424,0.019074788218774445,0.019353944820188162,0.000494985792522139,0.9609982820212928,0.9566085317280317,2.2567315665839627,1.315148160684209
2020-08-04,52755979,100926,139859,3234,244020.00000007043,0.026418127565694,0.01872659179893204,0.00032697223610077947,1.3865189482198887,1.3801352830198306,2.26005283247007,1.3253012048577606
2020-08-05,52753325,101657,141750,3267,246674.00000021444,0.029421686924501797,0.02040193994328325,0.0003836430339813802,1.4154852888506124,1.4088973787639134,2.2528393223182683,1.3244200848275989
2020-08-06,52750349,102520,143824,3305,249649.99999998944,0.027940547861659348,0.017167214555514503,0.0002633606844271404,1.60296189179313,1.5954113955314262,2.2469924556333147,1.324248651106302
2020-08-07,52747498,103584,145583,3332,252500.99999961624,0.025327015093522087,0.00984698577199216,0.0003089250451142813,2.4938201555356017,2.48193926483562,2.2381595116602475,1.3199895446278138
2020-08-08,52744887,105143,146604,3364,255112.00000003033,0.023767680058677885,0.016796013202648296,0.0003233660599742064,1.3883494076546872,1.3816667306783532,2.243797051327636,1.3190233347211162
2020-08-09,52742399,105831,148370,3399,257600.0000003373,0.027602480589608003,0.019531139273367543,0.0003685120638622548,1.3870836288456552,1.3803419563166774,2.2395877946794776,1.3194875776819295
2020-08-10,52739493,106631,150436,3437,260505.99999988294,0.028235415362277097,0.014395303722307382,0.0003094755877531217,1.9201522693345963,1.9107143932290076,2.234281072291032,1.3197342105919874
2020-08-11,52736497,108060,151971,3471,263502.99999993795,0.027854569915991858,0.010336849954580847,0.000388672963649536,2.597036072585971,2.5841243910200187,2.2329728582568165,1.317252555021717
2020-08-12,52733502,109895,153089,3512,266496.99999995204,0.02393376934728489,0.016215331138198043,0.00040037854782234056,1.4404301591415956,1.4331873761061757,2.243266369443575,1.3182087669991112
2020-08-13,52730884,110687,154871,3557,269115.00000024535,0.02511691941023006,0.01582841739397579,0.0003071724829255956,1.5566161263298923,1.548712274440696,2.2451839321863,1.32173977670701
2020-08-14,52728119,111667,156622,3591,271880.9999998923,0.0237996293338096,0.009062659436664438,0.000304476701021523,2.540758347480259,2.5277248302254747,2.2413771580899264,1.3207984375739574
2020-08-15,52725475,113264,157634,3624,274523.9999996109,0.017962639572255534,0.011609941296958684,0.0002825232883388918,1.5104219519360518,1.5025984778875017,2.2479226093113955,1.32046261716605
2020-08-16,52723450,113942,158950,3657,276549.00000014674,0.02289420509644999,0.014402064436884243,0.0003247266242332293,1.554595634679479,1.5464839879609584,2.2489806712435647,1.3223696343465983
2020-08-17,52720855,114859,160591,3694,279144.00000033947,0.028007759227033024,0.01944993439454573,0.0004004910332734571,1.4109399986854598,1.403508842695892,2.2485315154509817,1.3233313272574587
2020-08-18,52717656,115778,162824,3739,282342.9999997066,0.023853309989204145,0.025160003495655506,0.00035412294815670165,0.9349060036107625,0.92992558211296,2.245369675401444,1.3246252797410303
2020-08-19,52714908,115572,165738,3781,285091.0000002405,0.024949907159889442,0.028146956372861624,0.00035475720963634727,0.875382705944053,0.8706740050825174,2.2304284476249565,1.3262431995852941
2020-08-20,52712041,115145,168991,3821,287957.99999996636,0.020965698736868668,0.03147308627886533,0.00033870043769333155,0.6590544229304671,0.6554736926243514,2.21163917060777,1.3272722852570382
2020-08-21,52709640,113884,172614,3861,290359.9999998338,0.019998218971943038,0.02592111286107126,0.00040391978271573975,0.759665495672722,0.7555037177491711,2.1878329064914674,1.3297286127765198
2020-08-22,52707375,113150,175566,3906,292623.99999984953,0.01753368397613677,0.03114422322012621,0.00030048342821964024,0.5576036746731465,0.554525049603199,2.1769169906812214,1.3351559162258373
2020-08-23,52705401,111566,179091,3941,294598.000000283,0.0223983110209535,0.033917143259562535,0.0003764587736839961,0.653133811934922,0.6495034348385407,2.1531754010961484,1.3377551782886299
2020-08-24,52702916,110224,182875,3982,297082.0000000362,0.023219287975331005,0.03520979822291438,0.00040825584770352733,0.6518965895580772,0.6482425240931838,2.1315651457124862,1.3407027665588205
2020-08-25,52700372,108844,186755,4028,299627.9999999143,0.023274795222051434,0.03148542903631699,0.0004961228962178914,0.7277569040786275,0.7236426739486763,2.1112881583412455,1.344333640383777
2020-08-26,52697852,107882,190183,4082,302147.000000019,0.02270969211364384,0.03035724234872923,0.0004171224153074603,0.7379418645281891,0.7337349826073221,2.1012534424707967,1.3509980241457835
2020-08-27,52695416,106997,193458,4126,304582.00000020524,0.020783376968293632,0.03157068399695039,0.00043926055449141493,0.6492787556971102,0.6455474848598868,2.0887213097960804,1.354967283125618
2020-08-28,52693206,105784,196835,4174,306793.99999953585,0.020262112100444298,0.01916168804712236,0.00030250320885682287,1.0409942973726176,1.0349684911225003,2.0765136063128553,1.3605220441226817
2020-08-29,52691074,105855,198863,4205,308924.0000001697,0.01802563871035237,0.02875604594372675,0.0003967654222485808,0.6183156226020231,0.614711635273686,2.0712171724333146,1.3614955085834295
2020-08-30,52689177,104667,201906,4248,310822.00000012363,0.020893163868203807,0.02847124717303862,0.0003152856262354731,0.7257964692688057,0.7215400283698057,2.0605854818636233,1.3666986249798434
2020-08-31,52687004,103827,204886,4280,312994.9999997511,0.018892633263246,0.03168702097917069,0.000337095971724386,0.58995017074836,0.5864662027822446,2.0466801804270647,1.367749108549909
2020-09-01,52685053,102453,208177,4316,314946.000000407,0.025352453814062967,0.027710267227799946,0.00034162006234345673,0.9037699870899975,0.8983994951151293,2.0311257313330686,1.370393654874262
2020-09-02,52682472,102160,211016,4350,317526.9999999351,0.021250836577112114,0.029013028929733457,0.00031323109402372714,0.7246350731357093,0.7202937564059192,2.0202723722101648,1.37027285778241
2020-09-03,52680314,101322,213979,4382,319684.99999982456,0.019153656969842496,0.02182130418140776,0.00028621340084800204,0.8663865989737295,0.8611607667252674,2.0072081808614834,1.3710328259522928
