date,susceptible,active,recovered,deaths,confirmed,beta,gamma,mu,r0,re,cfr_recovered,cfr_confirmed
2020-04-07,52999836,113,32,16,162.99321925539405,0.47399914705297536,0.00011649133184301648,0.02644158202837843,17.847648081390158,17.847593857921638,33.99756080620499,10.364652983322147
2020-04-08,52999781,165,33,20,218.02074871241476,0.6783840394963446,-0.00010050670475916722,0.005964243503456687,115.69142046877519,115.69095102371719,37.739599564567115,9.176996377561846
2020-04-09,52999670,275,32,20,328.9903285530059,0.3406086210348744,1.365904797605542e-05,0.021749740108584967,15.65052492878581,15.650428362986215,38.88759826818216,6.362690324980528
2020-04-10,52999576,363,32,26,422.99663531863445,0.15937170570774864,0.008252901982264759,0.008254214239159627,9.654727304876063,9.654650608868925,44.9995361514562,6.367626984649105
2020-04-11,52999517,416,36,30,482.0037688966916,0.3341115722580032,0.007205499435648556,0.00960911444895447,19.870308920024968,19.870129323813785,45.45485354232409,6.224382993141926
2020-04-12,52999379,547,38,33,619.9995085445859,0.3321171463554841,0.005474625041250972,0.0091244270046602,22.749226820415494,22.748961543020105,46.57530279234464,5.475001235032147
2020-04-13,52999197,721,41,38,801.9998720123875,0.28947455681859235,-1.6694675660997027e-07,0.00969489121065924,29.85897782533361,29.858527106592135,48.14818330904783,4.856784431273742
2020-04-14,52998988,923,41,45,1010.9994452737646,0.23701896758518032,0.007576552797852542,0.0043299817816867,19.906629086895276,19.906250098545314,52.272694754709114,4.5454291433681036
2020-04-15,52998768,1132,49,50,1231.00093754963,0.3012401427081011,-7.627880040149762e-07,0.008833082512218909,34.10657133280786,34.105781069330625,50.505074710659784,4.061771715498527
2020-04-16,52998428,1462,48,59,1570.9993298532304,0.18182408111685783,0.0061520659343357025,0.010253240875652408,11.0832478308883,11.082919718712974,55.04589249870695,3.816776170001754
2020-04-17,52998161,1705,58,75,1838.0002061569658,0.1794775820716199,0.004691963351104453,0.005278474159065776,18.000973566961918,18.000350315168827,56.39096760148957,4.08052686539671
2020-04-18,52997856,1993,65,83,2142.9997985656028,0.15647588964262626,0.004513680867024746,0.0035106732467266996,19.500122679590046,19.49933493701683,56.00000701044365,3.917906581072351
2020-04-19,52997543,2290,75,91,2456.0003033811286,0.21485653199195287,0.004366694163488924,0.004366695931680133,24.601733078521526,24.600594421558466,54.81926866269707,3.7052169634493612
2020-04-20,52997052,2761,84,100,2946.999856868612,0.15714117595413182,0.0007241394200527347,0.0032585334461878845,39.456209744503255,39.45401729650112,54.30107939258906,3.426049467933895
2020-04-21,52996618,3184,86,109,3380.9999783537046,0.12245669914259291,0.001569865747944134,0.0031397224691557327,26.00157243004165,25.99991469204867,55.837564157454004,3.252513081806738
2020-04-22,52996227,3559,92,119,3771.0000016913064,0.11630036085015466,0.004494392118733351,0.001966304723020687,18.001210039531873,17.999929905273312,56.603772399759755,3.1813361303322494
2020-04-23,52995813,3951,108,127,4186.000080220616,0.12731944247113408,0.001012375186068525,0.0010123750619573423,62.881554204164495,62.87659127040819,54.04255237162685,3.033923438306364
2020-04-24,52995311,4445,111,130,4687.99989160656,0.06950683081390398,0.00022494215524588505,0.002024311222695989,30.902179138885884,30.899446901886403,53.90946704486357,2.7937716790246907
2020-04-25,52995001,4745,113,140,4998.0000445583855,0.08810097526554614,0.001896728158333479,0.0010537363679183776,29.860035422105494,29.857221237168886,55.33596701127396,2.801120821622264
2020-04-26,52994583,5149,122,145,5416.000001438837,0.09653341711325408,0.0017479111399260592,0.0013594858658150953,31.065685181166483,31.062512360133915,54.30711626597499,2.6772526104193664
2020-04-27,52994087,5629,130,151,5911.99999279055,0.09752417551385978,0.0014209617955285533,0.0005328625138208038,49.91450615451514,49.90894018704585,53.71024736286399,2.570607071464857
2020-04-28,52993537,6168,139,155,6462.000020818845,0.10393610796653129,0.0017833942913707932,0.0012970129041295006,33.74102882188952,33.736916852989815,52.72108830725153,2.3986383436706444
2020-04-29,52992897,6789,149,162,7101.999981156303,0.08307444496336361,0.0014727563253667919,0.0007363791477021828,37.604957222453606,37.59991955525052,52.076677453405054,2.294804890654941
2020-04-30,52992332,7339,160,168,7667.000006727554,0.07781474494709412,0.0019076119305718345,0.0002725156915796592,35.6927475971803,35.68758627026945,51.219512040765196,2.191209111676634
2020-05-01,52991762,7893,173,169,8236.999963248563,0.06993739648454667,0.00038004932623751154,0.0006333936060685052,69.00970370912661,68.9989811232333,49.41860858223464,2.0636076298492014
2020-05-02,52991209,8438,177,175,8790.000065120184,0.07882318547835426,0.10500116958315729,0.00023702256604685656,0.7489979053098962,0.748873726669326,49.715900734432786,1.9908987648374277
2020-05-03,52990545,8214,1062,176,9453.999951113121,0.08376417873948977,0.017772376987007843,0.0006086430870468407,4.557101749631688,4.5562890351509555,14.274194045102618,1.8720253885237637
2020-05-04,52989856,8752,1209,182,10143.000022991362,0.08982521496279658,0.022166357169975552,0.00011425925925601674,4.031540834972066,4.030769515162293,13.084112115421076,1.794340944492807
2020-05-05,52989071,9343,1402,183,10928.999982878153,0.08457271285737489,4.7577486880778785e-09,0.0003210954746793426,263.38415334635573,263.32985629952526,11.53846170554917,1.6744441482154997
2020-05-06,52988280,10129,1403,185,11718.00001605795,0.06970937918680428,0.050049354423823286,0.001283317616332878,1.3579924133361403,1.357692219343513,11.705474805809725,1.5871661098697543
2020-05-07,52987575,10316,1909,199,12424.999989776235,0.06874429560831491,0.018514929954464736,0.0006785565890091827,3.5816471099509033,3.5808076508462365,9.43575172132992,1.6016096817431078
2020-05-08,52986866,10826,2101,205,13132.999993928464,0.05875658831284209,0.028909208690861665,0.0007388948761220149,1.981799212893799,1.9813082116185858,8.929345206660496,1.5684482534024957
2020-05-09,52986229,11142,2414,214,13770.000007254119,0.07962936745746474,0.021181116555135507,0.0012565064996292,3.5489217045454895,3.547999853289497,8.14307476120494,1.554103159970027
2020-05-10,52985342,11779,2650,228,14657.000005417969,0.08780761635596082,0.02139400548317961,0.0009338646293282569,3.932646325579071,3.9315589836367564,7.922168225353578,1.555570729415697
2020-05-11,52984309,12549,2901,238,15689.999989902595,0.07723401738102877,0.0195219134809829,0.0008764950059079224,3.7862766318589873,3.7851558917265535,7.609041570843894,1.5231661157240288
2020-05-12,52983339,13263,3147,250,16660.000012913264,0.08763969335303107,0.016135111027945608,0.001432555807171903,4.988692817070084,4.987124952659304,7.359434932356513,1.5006002720023228
2020-05-13,52982178,14191,3360,268,17820.999982249556,0.07337585613381513,2.3449149393062196e-09,0.0009864720357747859,74.38191763531867,74.35690982888977,7.41046822301016,1.5093704159844992
2020-05-14,52981136,15219,3361,283,18863.00002051377,0.0790083328966456,0.03423352171534546,0.0009856092311318768,2.243335675054416,2.242537384828815,7.7661910889820716,1.500291599839216
2020-05-15,52979935,15884,3881,297,20063.999980280056,0.0585679696091228,0.014793832058912295,0.0010072402836297143,3.7065819546586947,3.70517890626718,7.1291864784673376,1.4851731563415715
2020-05-16,52979004,16564,4117,314,20995.000007629442,0.07688386956020736,0.015455203906233976,0.0008452065504706741,4.716683040860707,4.714814875569573,7.0864365225370385,1.4955942019047122
2020-05-17,52977731,17567,4373,328,22268.000007129092,0.09123204107125389,0.012068081731354971,0.0011954224870002169,6.878426663822301,6.875537071577617,6.977238967405422,1.4729657094005761
2020-05-18,52976130,18935,4584,348,23868.999989351312,0.06609440475022796,0.02154626142309772,0.0011089993780218877,2.9173976556898262,2.9160838892173913,7.073368345202485,1.462086274305806
2020-05-19,52974878,19758,4993,370,25121.000004219448,0.08187907315126008,0.010831055804812617,0.0008097983698960587,7.033768478017138,7.030434998357147,6.899123684668933,1.4728713163420546
2020-05-20,52973261,21145,5207,386,26738.000001667,0.08389192976974254,0.01868053908199955,0.0010404349740534473,4.253944532927035,4.251798696252745,6.901484002097461,1.4436382688336609
2020-05-21,52971489,22500,5602,407,28509.999998529744,0.07532606225296472,0.02613217190804028,0.0010666194651430948,2.7694635845926734,2.767973925024861,6.788685498776459,1.4310266157824516
2020-05-22,52969794,23583,6190,432,30205.000002654502,0.07946690353674772,0.01255141406860936,0.000848068231455693,5.930595060106309,5.927215512489627,6.523708883578604,1.4302267914606712
2020-05-23,52967922,25139,6485,451,32076.999993702506,0.060975647917069026,0.016507558061680062,0.0011137633173473735,3.4603334565840838,3.458239299833694,6.514845731957809,1.409065392570482
2020-05-24,52966389,26229,6901,480,33610.000010549746,0.07534611197006601,0.016508444307118123,0.0008006400662539756,4.3529808015712685,4.350220598413463,6.503183907781058,1.4281463989314176
2020-05-25,52964415,27749,7333,500,35583.99998852273,0.04204624826846862,0.00882882919707051,0.0007567570495951476,4.386403417223895,4.383458565348632,6.394384118108138,1.407896572065848
2020-05-26,52963248,28650,7579,522,36751.00000318943,0.05382440679331251,0.012076788785458427,0.0007678882670527524,4.1904056110768195,4.187500155183118,6.443648947858681,1.4203695175837725
2020-05-27,52961707,29823,7925,544,38292.00000064589,0.0680839275564679,0.01676558374450225,0.0005029675863844006,3.942654265079696,3.9398059552994504,6.42342661618128,1.4206622797218595
2020-05-28,52959678,31337,8425,559,40321.000005724294,0.08057315105781587,0.018827583725790315,0.0007339564109749293,4.118957428427703,4.115824065011234,6.222172775725118,1.3863743518342986
2020-05-29,52957156,33246,9014,581,42842.999990576645,0.05310034421283811,0.010828045000011811,0.0008421815190383165,4.550069711685433,4.546391793068169,6.064395085747836,1.3584165717632306
2020-05-30,52955391,34623,9375,610,44608.00000605213,0.07356796879806833,0.011726308990824929,0.0011553012120673525,5.711084844156383,5.706278370030156,6.109163773820801,1.3674677256496308
2020-05-31,52952847,36721,9780,649,47151.999997390434,0.06489625286973437,0.022221012033711053,0.0005990960249537215,2.843818824297518,2.8412888968984333,6.231425540786497,1.3784912901828883
2020-06-01,52950465,38265,10597,672,49534.00000248814,0.07614590777315194,0.013667842652831743,0.0009669409965334377,5.20307710708487,5.198214582820984,5.963262059989828,1.3566439246396467
2020-06-02,52947555,40615,11119,708,52443.999998881125,0.06641888426192673,0.011571794346866103,0.0009109710437138431,5.320846958483205,5.315582127638636,5.993744183876947,1.3518924577480962
2020-06-03,52944860,42803,11589,745,55138.999998528874,0.05666581277283575,0.013339874842975512,0.0008176806421333146,4.002513910854023,3.998350010015767,6.047341109868177,1.3529198390603907
2020-06-04,52942436,44621,12161,781,57563.00000223066,0.06344713910552831,0.014410255242186908,0.0006723291331960271,4.206649041465577,4.202080459178275,6.034615985662983,1.3567743184899779
2020-06-05,52939609,46775,12803,810,60389.99999850361,0.05639656796703363,0.011138190551154684,0.00074824699069849,4.744614840944265,4.739208841654595,5.956665438757828,1.3429153341182747
2020-06-06,52936973,48855,13325,846,63026.00000055841,0.056212582954481206,0.011830928261090317,0.0008596868152015083,4.429460874555689,4.424193741272957,5.96993860853184,1.3423031768439202
2020-06-07,52934231,50977,13902,887,65767.99999918426,0.053717253097589686,0.012887912471650763,0.0008238848348832489,3.9175938716649554,3.9127326525524455,6.003650866437839,1.3501801754975975
2020-06-08,52931495,53014,14560,930,68504.00000124275,0.05989180016905073,0.014656505844403006,0.0008488323679220493,3.8626568056053925,3.8576644284929693,6.003873469473089,1.35758495923119
2020-06-09,52928325,55362,15336,974,71673.99999927069,0.057697737627727175,0.010169246608634889,0.0006683163840354482,5.323866414132893,5.316666936056656,5.977194702625108,1.3603069408584165
2020-06-10,52925135,57952,15900,1011,74864.00000014676,0.05507062863227444,0.014615291726507645,0.000638448415509102,3.6103033170586953,3.605203795311097,5.983916744319084,1.3517665128015455
2020-06-11,52921947,60256,16747,1049,78052.00000078329,0.057689179579829275,0.008331120655383661,0.0007634094272847479,6.343283166413234,6.33394189981223,5.894583055484831,1.3439758117418976
2020-06-12,52918477,63178,17248,1094,81521.99999850355,0.04527453386742992,0.00916443764389178,0.0006964339644241805,4.591331848317402,4.584269857112962,5.969254248560442,1.3431792246339342
2020-06-13,52915620,65412,17828,1139,84379.00000142455,0.048095282392532426,0.013789518587121375,0.0004892068626849715,3.368317610812015,3.362955246928858,6.005166870353665,1.3498619328976855
2020-06-14,52912480,67618,18729,1170,87518.99999104589,0.04590612023964581,1.478923041153303e-05,0.0005619722379565068,79.59290409870525,79.46147513615979,5.88412642639754,1.337979889994225
2020-06-15,52909380,70678,18731,1208,90618.00001687877,0.05473499162065783,0.24806519569970018,0.0007498691403425674,0.21998262708025998,0.2196065147483243,6.0631895634364295,1.334157295654036
2020-06-16,52905519,56954,36263,1262,94480.9999858456,0.07049701821514201,0.033798613302317676,0.000754981984898352,2.0402223742321874,2.0365854647468487,3.3630016555905287,1.3357182936672551
2020-06-17,52901510,58994,38189,1304,98488.00000291906,0.06458310319348042,0.033477413226747424,0.0006441223788134527,1.8927373005731647,1.8892201648336433,3.304299386465131,1.3250210680897425
2020-06-18,52897707,60784,40164,1342,102291.00000069787,0.05345514860274417,0.04575141891549626,0.0007403142340154841,1.1497774976647768,1.1475584479995327,3.235598813566563,1.3129081448850208
2020-06-19,52894465,61202,42944,1388,105534.99999848669,0.053045071241635974,0.01712362354528424,0.0006045554102359988,2.9921331104974374,2.9861752633138092,3.1308506081452627,1.3152034870725173
2020-06-20,52891224,63357,43993,1425,108775.00000066726,0.0558464223814844,0.01710939617436659,0.0006155594403115213,3.150722833699947,3.144256597100781,3.1375225686145587,1.3100436683267809
2020-06-21,52887693,65764,45077,1463,112305.0000005745,0.05302804987244387,0.025515091542886524,0.000577814952522235,2.032278384999944,2.02797213906611,3.145613544781481,1.3035812867418235
2020-06-22,52884214,67528,46754,1501,115784.99999875121,0.05063706416458193,0.013031438482670245,0.000636763466351255,3.7047348549168175,3.6966415444793674,3.1125018132333127,1.2972207347957438
2020-06-23,52880801,70017,47635,1544,119197.00000061517,0.049555880515799455,0.029006826793436614,0.000528435554809094,1.677854759896619,1.674081326676005,3.1415209430588087,1.2961626871339806
2020-06-24,52877339,71412,49666,1582,122660.00000040552,0.055384998892543696,0.025611941942956143,0.0005461266968871643,2.117319885313806,2.112419806359774,3.086949735260622,1.2897440080947307
2020-06-25,52873393,73489,51495,1620,126605.00000006445,0.05275904185065636,0.022288746725456027,0.0005442917334697309,2.3106448117084524,2.3051252899679695,3.051811130324629,1.2803500623859778
2020-06-26,52869526,75679,53132,1660,130472.99999912476,0.046414473493567705,0.01565803398980575,0.0004492600556309982,2.88158106275567,2.8744874236586475,3.0313537973737654,1.27305056924879
2020-06-27,52866021,77965,54318,1695,133978.0000002991,0.048979068984955104,0.018072211929041244,0.0005515295334208611,2.6299263809947644,2.6232783718028387,3.026083230947862,1.265133081665818
2020-06-28,52862212,80322,55727,1738,137787.00000062145,0.05010411347435846,0.02555962259765294,0.0005602450111540002,1.918237650540949,1.9132508103523858,3.024449665213666,1.2613671827703172
2020-06-29,52858199,82237,57779,1782,141799.99999918437,0.044892599202734466,0.022422724208776848,0.0007782290512456077,1.9349463230930632,1.9297695005770998,2.9934690996564166,1.257395927967702
2020-06-30,52854517,84012,59623,1847,145482.9999998125,0.045057739040736275,0.02956720484357253,0.0004880255256769641,1.4991646541107981,1.4950495874691363,3.004668868263586,1.2695641415195777
2020-07-01,52850741,85262,62108,1888,149258.00000211227,0.04727018198293666,0.05083155455488199,0.0004456850536447744,0.9218550441446972,0.919258977907813,2.9501843869353617,1.2649238233750904
2020-07-02,52846723,84908,66441,1925,153275.99999741482,0.03678092854346661,0.01891436719086497,0.0004946472240618264,1.8950435996986885,1.8895632037175552,2.817107418158465,1.25654860129934
